meta_id,post_id,meta_key,meta_value
465,90,_wp_attachment_metadata,"a:6:{s:5:""width"";i:500;s:6:""height"";i:500;s:4:""file"";s:16:""2024/05/45-1.png"";s:8:""filesize"";i:12823;s:5:""sizes"";a:4:{s:6:""medium"";a:5:{s:4:""file"";s:16:""45-1-300x300.png"";s:5:""width"";i:300;s:6:""height"";i:300;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:7235;}s:9:""thumbnail"";a:5:{s:4:""file"";s:16:""45-1-150x150.png"";s:5:""width"";i:150;s:6:""height"";i:150;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:3022;}s:21:""woocommerce_thumbnail"";a:6:{s:4:""file"";s:16:""45-1-300x300.png"";s:5:""width"";i:300;s:6:""height"";i:300;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:7235;s:9:""uncropped"";b:0;}s:29:""woocommerce_gallery_thumbnail"";a:5:{s:4:""file"";s:16:""45-1-100x100.png"";s:5:""width"";i:100;s:6:""height"";i:100;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:1807;}}s:10:""image_meta"";a:12:{s:8:""aperture"";s:1:""0"";s:6:""credit"";s:0:"""";s:6:""camera"";s:0:"""";s:7:""caption"";s:0:"""";s:17:""created_timestamp"";s:1:""0"";s:9:""copyright"";s:0:"""";s:12:""focal_length"";s:1:""0"";s:3:""iso"";s:1:""0"";s:13:""shutter_speed"";s:1:""0"";s:5:""title"";s:0:"""";s:11:""orientation"";s:1:""0"";s:8:""keywords"";a:0:{}}}"
466,89,_thumbnail_id,90
467,89,_regular_price,269
468,89,_sale_price,249
469,89,total_sales,0
470,89,_tax_status,taxable
471,89,_tax_class,
472,89,_manage_stock,no
473,89,_backorders,no
474,89,_sold_individually,no
475,89,_virtual,no
476,89,_downloadable,no
477,89,_download_limit,-1
478,89,_download_expiry,-1
479,89,_stock,
480,89,_stock_status,instock
481,89,_wc_average_rating,0
482,89,_wc_review_count,0
483,89,_product_version,8.8.2
484,89,_price,249
485,92,_wp_attached_file,2024/05/38.png
486,92,_wp_attachment_metadata,"a:6:{s:5:""width"";i:500;s:6:""height"";i:500;s:4:""file"";s:14:""2024/05/38.png"";s:8:""filesize"";i:15572;s:5:""sizes"";a:4:{s:6:""medium"";a:5:{s:4:""file"";s:14:""38-300x300.png"";s:5:""width"";i:300;s:6:""height"";i:300;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:8239;}s:9:""thumbnail"";a:5:{s:4:""file"";s:14:""38-150x150.png"";s:5:""width"";i:150;s:6:""height"";i:150;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:3153;}s:21:""woocommerce_thumbnail"";a:6:{s:4:""file"";s:14:""38-300x300.png"";s:5:""width"";i:300;s:6:""height"";i:300;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:8239;s:9:""uncropped"";b:0;}s:29:""woocommerce_gallery_thumbnail"";a:5:{s:4:""file"";s:14:""38-100x100.png"";s:5:""width"";i:100;s:6:""height"";i:100;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:1760;}}s:10:""image_meta"";a:12:{s:8:""aperture"";s:1:""0"";s:6:""credit"";s:0:"""";s:6:""camera"";s:0:"""";s:7:""caption"";s:0:"""";s:17:""created_timestamp"";s:1:""0"";s:9:""copyright"";s:0:"""";s:12:""focal_length"";s:1:""0"";s:3:""iso"";s:1:""0"";s:13:""shutter_speed"";s:1:""0"";s:5:""title"";s:0:"""";s:11:""orientation"";s:1:""0"";s:8:""keywords"";a:0:{}}}"
487,91,_edit_last,1
488,91,_edit_lock,1715069459:1
489,91,_thumbnail_id,92
490,91,total_sales,0
491,91,_tax_status,taxable
492,91,_tax_class,
493,91,_manage_stock,no
494,91,_backorders,no
495,91,_sold_individually,no
496,91,_virtual,no
497,91,_downloadable,no
498,91,_download_limit,-1
499,91,_download_expiry,-1
500,91,_stock,
501,91,_stock_status,instock
502,91,_wc_average_rating,0
503,91,_wc_review_count,0
504,91,_product_version,8.8.2
505,93,_edit_last,1
506,93,_edit_lock,1715091753:1
507,94,_wp_attached_file,2024/05/42.png
508,94,_wp_attachment_metadata,"a:6:{s:5:""width"";i:500;s:6:""height"";i:500;s:4:""file"";s:14:""2024/05/42.png"";s:8:""filesize"";i:16691;s:5:""sizes"";a:5:{s:6:""medium"";a:5:{s:4:""file"";s:14:""42-300x300.png"";s:5:""width"";i:300;s:6:""height"";i:300;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:9249;}s:9:""thumbnail"";a:5:{s:4:""file"";s:14:""42-150x150.png"";s:5:""width"";i:150;s:6:""height"";i:150;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:3629;}s:21:""woocommerce_thumbnail"";a:6:{s:4:""file"";s:14:""42-300x300.png"";s:5:""width"";i:300;s:6:""height"";i:300;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:9249;s:9:""uncropped"";b:0;}s:29:""woocommerce_gallery_thumbnail"";a:5:{s:4:""file"";s:14:""42-100x100.png"";s:5:""width"";i:100;s:6:""height"";i:100;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:2107;}s:29:""woocommerce_thumbnail_preview"";a:5:{s:4:""file"";s:14:""42-300x225.png"";s:5:""width"";i:300;s:6:""height"";i:225;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:9125;}}s:10:""image_meta"";a:12:{s:8:""aperture"";s:1:""0"";s:6:""credit"";s:0:"""";s:6:""camera"";s:0:"""";s:7:""caption"";s:0:"""";s:17:""created_timestamp"";s:1:""0"";s:9:""copyright"";s:0:"""";s:12:""focal_length"";s:1:""0"";s:3:""iso"";s:1:""0"";s:13:""shutter_speed"";s:1:""0"";s:5:""title"";s:0:"""";s:11:""orientation"";s:1:""0"";s:8:""keywords"";a:0:{}}}"
509,93,_thumbnail_id,94
510,93,total_sales,0
511,93,_tax_status,taxable
512,93,_tax_class,
513,93,_manage_stock,no
514,93,_backorders,no
515,93,_sold_individually,no
516,93,_virtual,no
517,93,_downloadable,no
518,93,_download_limit,-1
519,93,_download_expiry,-1
520,93,_stock,
521,93,_stock_status,instock
522,93,_wc_average_rating,0
523,93,_wc_review_count,0
524,93,_product_version,8.8.2
525,91,_regular_price,119
526,91,_price,119
527,93,_regular_price,149
528,93,_price,149
529,95,_edit_last,1
530,95,_edit_lock,1715073753:1
531,96,_wp_attached_file,2024/05/11.png
532,96,_wp_attachment_metadata,"a:6:{s:5:""width"";i:500;s:6:""height"";i:500;s:4:""file"";s:14:""2024/05/11.png"";s:8:""filesize"";i:33780;s:5:""sizes"";a:4:{s:6:""medium"";a:5:{s:4:""file"";s:14:""11-300x300.png"";s:5:""width"";i:300;s:6:""height"";i:300;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:19583;}s:9:""thumbnail"";a:5:{s:4:""file"";s:14:""11-150x150.png"";s:5:""width"";i:150;s:6:""height"";i:150;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:6862;}s:21:""woocommerce_thumbnail"";a:6:{s:4:""file"";s:14:""11-300x300.png"";s:5:""width"";i:300;s:6:""height"";i:300;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:19583;s:9:""uncropped"";b:0;}s:29:""woocommerce_gallery_thumbnail"";a:5:{s:4:""file"";s:14:""11-100x100.png"";s:5:""width"";i:100;s:6:""height"";i:100;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:3587;}}s:10:""image_meta"";a:12:{s:8:""aperture"";s:1:""0"";s:6:""credit"";s:0:"""";s:6:""camera"";s:0:"""";s:7:""caption"";s:0:"""";s:17:""created_timestamp"";s:1:""0"";s:9:""copyright"";s:0:"""";s:12:""focal_length"";s:1:""0"";s:3:""iso"";s:1:""0"";s:13:""shutter_speed"";s:1:""0"";s:5:""title"";s:0:"""";s:11:""orientation"";s:1:""0"";s:8:""keywords"";a:0:{}}}"
533,95,_thumbnail_id,96
534,95,_regular_price,22
535,95,total_sales,0
536,95,_tax_status,taxable
537,95,_tax_class,
538,95,_manage_stock,no
539,95,_backorders,no
540,95,_sold_individually,no
541,95,_virtual,no
542,95,_downloadable,no
543,95,_download_limit,-1
544,95,_download_expiry,-1
545,95,_stock,
546,95,_stock_status,instock
547,95,_wc_average_rating,0
548,95,_wc_review_count,0
549,95,_product_version,8.8.2
550,95,_price,22
551,97,_edit_last,1
552,97,_edit_lock,1715074005:1
553,97,total_sales,0
554,97,_tax_status,taxable
555,97,_tax_class,
556,97,_manage_stock,no
557,97,_backorders,no
558,97,_sold_individually,no
559,97,_virtual,no
560,97,_downloadable,no
561,97,_download_limit,-1
562,97,_download_expiry,-1
563,97,_stock,
564,97,_stock_status,instock
565,97,_wc_average_rating,0
566,97,_wc_review_count,0
567,97,_product_attributes,"a:1:{s:7:""storlek"";a:6:{s:4:""name"";s:7:""Storlek"";s:5:""value"";s:18:""2 kg | 4 kg | 8 kg"";s:8:""position"";i:0;s:10:""is_visible"";i:1;s:12:""is_variation"";i:1;s:11:""is_taxonomy"";i:0;}}"
568,97,_product_version,8.8.2
569,98,_wp_attached_file,2024/05/12.png
570,98,_wp_attachment_metadata,"a:6:{s:5:""width"";i:500;s:6:""height"";i:500;s:4:""file"";s:14:""2024/05/12.png"";s:8:""filesize"";i:57742;s:5:""sizes"";a:4:{s:6:""medium"";a:5:{s:4:""file"";s:14:""12-300x300.png"";s:5:""width"";i:300;s:6:""height"";i:300;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:30198;}s:9:""thumbnail"";a:5:{s:4:""file"";s:14:""12-150x150.png"";s:5:""width"";i:150;s:6:""height"";i:150;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:12244;}s:21:""woocommerce_thumbnail"";a:6:{s:4:""file"";s:14:""12-300x300.png"";s:5:""width"";i:300;s:6:""height"";i:300;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:30198;s:9:""uncropped"";b:0;}s:29:""woocommerce_gallery_thumbnail"";a:5:{s:4:""file"";s:14:""12-100x100.png"";s:5:""width"";i:100;s:6:""height"";i:100;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:6984;}}s:10:""image_meta"";a:12:{s:8:""aperture"";s:1:""0"";s:6:""credit"";s:0:"""";s:6:""camera"";s:0:"""";s:7:""caption"";s:0:"""";s:17:""created_timestamp"";s:1:""0"";s:9:""copyright"";s:0:"""";s:12:""focal_length"";s:1:""0"";s:3:""iso"";s:1:""0"";s:13:""shutter_speed"";s:1:""0"";s:5:""title"";s:0:"""";s:11:""orientation"";s:1:""0"";s:8:""keywords"";a:0:{}}}"
571,99,_variation_description,
572,99,total_sales,0
573,99,_tax_status,taxable
574,99,_tax_class,parent
575,99,_manage_stock,no
576,99,_backorders,no
577,99,_sold_individually,no
578,99,_virtual,no
579,99,_downloadable,no
580,99,_download_limit,-1
581,99,_download_expiry,-1
582,99,_stock,
583,99,_stock_status,instock
584,99,_wc_average_rating,0
585,99,_wc_review_count,0
586,99,attribute_storlek,2 kg
587,99,_product_version,8.8.2
588,100,_variation_description,
589,100,total_sales,0
590,100,_tax_status,taxable
591,100,_tax_class,parent
592,100,_manage_stock,no
593,100,_backorders,no
594,100,_sold_individually,no
595,100,_virtual,no
596,100,_downloadable,no
597,100,_download_limit,-1
598,100,_download_expiry,-1
599,100,_stock,
600,100,_stock_status,instock
601,100,_wc_average_rating,0
602,100,_wc_review_count,0
603,100,attribute_storlek,4 kg
604,100,_product_version,8.8.2
605,101,_variation_description,
606,101,total_sales,0
607,101,_tax_status,taxable
608,101,_tax_class,parent
609,101,_manage_stock,no
610,101,_backorders,no
611,101,_sold_individually,no
612,101,_virtual,no
613,101,_downloadable,no
614,101,_download_limit,-1
615,101,_download_expiry,-1
616,101,_stock,
617,101,_stock_status,instock
618,101,_wc_average_rating,0
619,101,_wc_review_count,0
620,101,attribute_storlek,8 kg
621,101,_product_version,8.8.2
622,99,_regular_price,399
623,99,_thumbnail_id,0
624,99,_price,399
625,100,_regular_price,629
626,100,_thumbnail_id,0
627,100,_price,629
628,101,_regular_price,1049
629,101,_thumbnail_id,0
630,101,_price,1049
631,97,_price,399
632,97,_price,629
633,97,_price,1049
634,97,_thumbnail_id,98
635,103,_wp_attached_file,2024/05/13.png
636,103,_wp_attachment_metadata,"a:6:{s:5:""width"";i:500;s:6:""height"";i:500;s:4:""file"";s:14:""2024/05/13.png"";s:8:""filesize"";i:143749;s:5:""sizes"";a:4:{s:6:""medium"";a:5:{s:4:""file"";s:14:""13-300x300.png"";s:5:""width"";i:300;s:6:""height"";i:300;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:56479;}s:9:""thumbnail"";a:5:{s:4:""file"";s:14:""13-150x150.png"";s:5:""width"";i:150;s:6:""height"";i:150;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:17242;}s:21:""woocommerce_thumbnail"";a:6:{s:4:""file"";s:14:""13-300x300.png"";s:5:""width"";i:300;s:6:""height"";i:300;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:56479;s:9:""uncropped"";b:0;}s:29:""woocommerce_gallery_thumbnail"";a:5:{s:4:""file"";s:14:""13-100x100.png"";s:5:""width"";i:100;s:6:""height"";i:100;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:8647;}}s:10:""image_meta"";a:12:{s:8:""aperture"";s:1:""0"";s:6:""credit"";s:0:"""";s:6:""camera"";s:0:"""";s:7:""caption"";s:0:"""";s:17:""created_timestamp"";s:1:""0"";s:9:""copyright"";s:0:"""";s:12:""focal_length"";s:1:""0"";s:3:""iso"";s:1:""0"";s:13:""shutter_speed"";s:1:""0"";s:5:""title"";s:0:"""";s:11:""orientation"";s:1:""0"";s:8:""keywords"";a:0:{}}}"
637,102,_edit_last,1
638,102,_edit_lock,1715073988:1
639,102,total_sales,0
640,102,_tax_status,taxable
641,102,_tax_class,
642,102,_manage_stock,no
643,102,_backorders,no
644,102,_sold_individually,no
645,102,_virtual,no
646,102,_downloadable,no
647,102,_download_limit,-1
648,102,_download_expiry,-1
649,102,_stock,
650,102,_stock_status,instock
651,102,_wc_average_rating,0
652,102,_wc_review_count,0
653,102,_product_attributes,"a:1:{s:7:""storlek"";a:6:{s:4:""name"";s:7:""Storlek"";s:5:""value"";s:19:""400 g | 2 kg | 6 kg"";s:8:""position"";i:0;s:10:""is_visible"";i:1;s:12:""is_variation"";i:1;s:11:""is_taxonomy"";i:0;}}"
654,102,_product_version,8.8.2
655,104,_variation_description,
656,104,total_sales,0
657,104,_tax_status,taxable
658,104,_tax_class,parent
659,104,_manage_stock,no
660,104,_backorders,no
661,104,_sold_individually,no
662,104,_virtual,no
663,104,_downloadable,no
664,104,_download_limit,-1
665,104,_download_expiry,-1
666,104,_stock,
667,104,_stock_status,instock
668,104,_wc_average_rating,0
669,104,_wc_review_count,0
670,104,attribute_storlek,400 g
671,104,_product_version,8.8.2
672,105,_variation_description,
673,105,total_sales,0
674,105,_tax_status,taxable
675,105,_tax_class,parent
676,105,_manage_stock,no
677,105,_backorders,no
678,105,_sold_individually,no
679,105,_virtual,no
680,105,_downloadable,no
681,105,_download_limit,-1
682,105,_download_expiry,-1
683,105,_stock,
684,105,_stock_status,instock
685,105,_wc_average_rating,0
686,105,_wc_review_count,0
687,105,attribute_storlek,2 kg
688,105,_product_version,8.8.2
689,106,_variation_description,
690,106,total_sales,0
691,106,_tax_status,taxable
692,106,_tax_class,parent
693,106,_manage_stock,no
694,106,_backorders,no
695,106,_sold_individually,no
696,106,_virtual,no
697,106,_downloadable,no
698,106,_download_limit,-1
699,106,_download_expiry,-1
700,106,_stock,
701,106,_stock_status,instock
702,106,_wc_average_rating,0
703,106,_wc_review_count,0
704,106,attribute_storlek,6 kg
705,106,_product_version,8.8.2
706,104,_regular_price,79
707,104,_thumbnail_id,0
708,104,_price,79
709,105,_regular_price,329
710,105,_sale_price,263
711,105,_thumbnail_id,0
712,105,_price,263
713,106,_regular_price,569
714,106,_thumbnail_id,0
715,106,_price,569
716,102,_price,79
717,102,_price,263
718,102,_price,569
719,102,_thumbnail_id,103
720,107,_edit_last,1
721,107,_edit_lock,1715074287:1
722,108,_wp_attached_file,2024/05/14.png
723,108,_wp_attachment_metadata,"a:6:{s:5:""width"";i:500;s:6:""height"";i:500;s:4:""file"";s:14:""2024/05/14.png"";s:8:""filesize"";i:34369;s:5:""sizes"";a:4:{s:6:""medium"";a:5:{s:4:""file"";s:14:""14-300x300.png"";s:5:""width"";i:300;s:6:""height"";i:300;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:18852;}s:9:""thumbnail"";a:5:{s:4:""file"";s:14:""14-150x150.png"";s:5:""width"";i:150;s:6:""height"";i:150;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:6629;}s:21:""woocommerce_thumbnail"";a:6:{s:4:""file"";s:14:""14-300x300.png"";s:5:""width"";i:300;s:6:""height"";i:300;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:18852;s:9:""uncropped"";b:0;}s:29:""woocommerce_gallery_thumbnail"";a:5:{s:4:""file"";s:14:""14-100x100.png"";s:5:""width"";i:100;s:6:""height"";i:100;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:3503;}}s:10:""image_meta"";a:12:{s:8:""aperture"";s:1:""0"";s:6:""credit"";s:0:"""";s:6:""camera"";s:0:"""";s:7:""caption"";s:0:"""";s:17:""created_timestamp"";s:1:""0"";s:9:""copyright"";s:0:"""";s:12:""focal_length"";s:1:""0"";s:3:""iso"";s:1:""0"";s:13:""shutter_speed"";s:1:""0"";s:5:""title"";s:0:"""";s:11:""orientation"";s:1:""0"";s:8:""keywords"";a:0:{}}}"
724,107,_thumbnail_id,108
725,107,_regular_price,45
726,107,total_sales,0
727,107,_tax_status,taxable
728,107,_tax_class,
729,107,_manage_stock,no
730,107,_backorders,no
731,107,_sold_individually,no
732,107,_virtual,no
733,107,_downloadable,no
734,107,_download_limit,-1
735,107,_download_expiry,-1
736,107,_stock,
737,107,_stock_status,instock
738,107,_wc_average_rating,0
739,107,_wc_review_count,0
740,107,_product_version,8.8.2
741,107,_price,45
742,109,_edit_last,1
743,109,_edit_lock,1715074530:1
744,110,_wp_attached_file,2024/05/15.png
745,110,_wp_attachment_metadata,"a:6:{s:5:""width"";i:500;s:6:""height"";i:500;s:4:""file"";s:14:""2024/05/15.png"";s:8:""filesize"";i:179886;s:5:""sizes"";a:4:{s:6:""medium"";a:5:{s:4:""file"";s:14:""15-300x300.png"";s:5:""width"";i:300;s:6:""height"";i:300;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:72615;}s:9:""thumbnail"";a:5:{s:4:""file"";s:14:""15-150x150.png"";s:5:""width"";i:150;s:6:""height"";i:150;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:22660;}s:21:""woocommerce_thumbnail"";a:6:{s:4:""file"";s:14:""15-300x300.png"";s:5:""width"";i:300;s:6:""height"";i:300;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:72615;s:9:""uncropped"";b:0;}s:29:""woocommerce_gallery_thumbnail"";a:5:{s:4:""file"";s:14:""15-100x100.png"";s:5:""width"";i:100;s:6:""height"";i:100;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:11553;}}s:10:""image_meta"";a:12:{s:8:""aperture"";s:1:""0"";s:6:""credit"";s:0:"""";s:6:""camera"";s:0:"""";s:7:""caption"";s:0:"""";s:17:""created_timestamp"";s:1:""0"";s:9:""copyright"";s:0:"""";s:12:""focal_length"";s:1:""0"";s:3:""iso"";s:1:""0"";s:13:""shutter_speed"";s:1:""0"";s:5:""title"";s:0:"""";s:11:""orientation"";s:1:""0"";s:8:""keywords"";a:0:{}}}"
746,109,_regular_price,18
747,109,_sale_price,14
748,109,total_sales,0
749,109,_tax_status,taxable
750,109,_tax_class,
751,109,_manage_stock,no
752,109,_backorders,no
753,109,_sold_individually,no
754,109,_virtual,no
755,109,_downloadable,no
756,109,_download_limit,-1
757,109,_download_expiry,-1
758,109,_stock,
759,109,_stock_status,instock
760,109,_wc_average_rating,0
761,109,_wc_review_count,0
762,109,_product_version,8.8.2
763,109,_price,14
764,109,_thumbnail_id,110
765,111,_edit_last,1
766,111,_edit_lock,1715075523:1
767,112,_wp_attached_file,2024/05/26.png
768,112,_wp_attachment_metadata,"a:6:{s:5:""width"";i:500;s:6:""height"";i:500;s:4:""file"";s:14:""2024/05/26.png"";s:8:""filesize"";i:92584;s:5:""sizes"";a:4:{s:6:""medium"";a:5:{s:4:""file"";s:14:""26-300x300.png"";s:5:""width"";i:300;s:6:""height"";i:300;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:37373;}s:9:""thumbnail"";a:5:{s:4:""file"";s:14:""26-150x150.png"";s:5:""width"";i:150;s:6:""height"";i:150;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:11686;}s:21:""woocommerce_thumbnail"";a:6:{s:4:""file"";s:14:""26-300x300.png"";s:5:""width"";i:300;s:6:""height"";i:300;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:37373;s:9:""uncropped"";b:0;}s:29:""woocommerce_gallery_thumbnail"";a:5:{s:4:""file"";s:14:""26-100x100.png"";s:5:""width"";i:100;s:6:""height"";i:100;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:5749;}}s:10:""image_meta"";a:12:{s:8:""aperture"";s:1:""0"";s:6:""credit"";s:0:"""";s:6:""camera"";s:0:"""";s:7:""caption"";s:0:"""";s:17:""created_timestamp"";s:1:""0"";s:9:""copyright"";s:0:"""";s:12:""focal_length"";s:1:""0"";s:3:""iso"";s:1:""0"";s:13:""shutter_speed"";s:1:""0"";s:5:""title"";s:0:"""";s:11:""orientation"";s:1:""0"";s:8:""keywords"";a:0:{}}}"
769,111,_thumbnail_id,112
770,111,_regular_price,199
771,111,total_sales,0
772,111,_tax_status,taxable
773,111,_tax_class,
774,111,_manage_stock,no
775,111,_backorders,no
776,111,_sold_individually,no
777,111,_virtual,no
778,111,_downloadable,no
779,111,_download_limit,-1
780,111,_download_expiry,-1
781,111,_stock,
782,111,_stock_status,instock
783,111,_wc_average_rating,0
784,111,_wc_review_count,0
785,111,_product_version,8.8.2
786,111,_price,199
787,114,_wp_attached_file,2024/05/32.png
788,114,_wp_attachment_metadata,"a:6:{s:5:""width"";i:500;s:6:""height"";i:500;s:4:""file"";s:14:""2024/05/32.png"";s:8:""filesize"";i:46375;s:5:""sizes"";a:4:{s:6:""medium"";a:5:{s:4:""file"";s:14:""32-300x300.png"";s:5:""width"";i:300;s:6:""height"";i:300;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:23687;}s:9:""thumbnail"";a:5:{s:4:""file"";s:14:""32-150x150.png"";s:5:""width"";i:150;s:6:""height"";i:150;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:9188;}s:21:""woocommerce_thumbnail"";a:6:{s:4:""file"";s:14:""32-300x300.png"";s:5:""width"";i:300;s:6:""height"";i:300;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:23687;s:9:""uncropped"";b:0;}s:29:""woocommerce_gallery_thumbnail"";a:5:{s:4:""file"";s:14:""32-100x100.png"";s:5:""width"";i:100;s:6:""height"";i:100;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:5122;}}s:10:""image_meta"";a:12:{s:8:""aperture"";s:1:""0"";s:6:""credit"";s:0:"""";s:6:""camera"";s:0:"""";s:7:""caption"";s:0:"""";s:17:""created_timestamp"";s:1:""0"";s:9:""copyright"";s:0:"""";s:12:""focal_length"";s:1:""0"";s:3:""iso"";s:1:""0"";s:13:""shutter_speed"";s:1:""0"";s:5:""title"";s:0:"""";s:11:""orientation"";s:1:""0"";s:8:""keywords"";a:0:{}}}"
789,113,_edit_last,1
790,113,_edit_lock,1715075314:1
791,113,total_sales,0
792,113,_tax_status,taxable
793,113,_tax_class,
794,113,_manage_stock,no
795,113,_backorders,no
796,113,_sold_individually,no
797,113,_virtual,no
798,113,_downloadable,no
799,113,_download_limit,-1
800,113,_download_expiry,-1
801,113,_stock,
802,113,_stock_status,instock
803,113,_wc_average_rating,0
804,113,_wc_review_count,0
805,113,_product_attributes,"a:1:{s:4:""farg"";a:6:{s:4:""name"";s:5:""Färg"";s:5:""value"";s:11:""Brun | Grå"";s:8:""position"";i:0;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:0;}}"
806,113,_product_version,8.8.2
807,113,_wp_trash_meta_status,draft
808,113,_wp_trash_meta_time,1715075458
809,113,_wp_desired_post_slug,
810,115,_edit_last,1
811,115,_edit_lock,1715075531:1
812,115,total_sales,0
813,115,_tax_status,taxable
814,115,_tax_class,
815,115,_manage_stock,no
816,115,_backorders,no
817,115,_sold_individually,no
818,115,_virtual,no
819,115,_downloadable,no
820,115,_download_limit,-1
821,115,_download_expiry,-1
822,115,_stock,
823,115,_stock_status,instock
824,115,_wc_average_rating,0
825,115,_wc_review_count,0
826,115,_product_attributes,"a:1:{s:4:""farg"";a:6:{s:4:""name"";s:5:""Färg"";s:5:""value"";s:11:""Brun | Grå"";s:8:""position"";i:0;s:10:""is_visible"";i:1;s:12:""is_variation"";i:1;s:11:""is_taxonomy"";i:0;}}"
827,115,_product_version,8.8.2
828,116,_variation_description,
829,116,total_sales,0
830,116,_tax_status,taxable
831,116,_tax_class,parent
832,116,_manage_stock,no
833,116,_backorders,no
834,116,_sold_individually,no
835,116,_virtual,no
836,116,_downloadable,no
837,116,_download_limit,-1
838,116,_download_expiry,-1
839,116,_stock,
840,116,_stock_status,instock
841,116,_wc_average_rating,0
842,116,_wc_review_count,0
843,116,attribute_farg,Brun
844,116,_product_version,8.8.2
845,117,_variation_description,
846,117,total_sales,0
847,117,_tax_status,taxable
848,117,_tax_class,parent
849,117,_manage_stock,no
850,117,_backorders,no
851,117,_sold_individually,no
852,117,_virtual,no
853,117,_downloadable,no
854,117,_download_limit,-1
855,117,_download_expiry,-1
856,117,_stock,
857,117,_stock_status,instock
858,117,_wc_average_rating,0
859,117,_wc_review_count,0
860,117,attribute_farg,Grå
861,117,_product_version,8.8.2
862,116,_regular_price,1379
863,116,_thumbnail_id,0
864,116,_price,1172
865,117,_regular_price,1379
866,117,_thumbnail_id,0
867,117,_price,1172
869,116,_sale_price,1172
872,117,_sale_price,1172
873,115,_price,1172
874,115,_thumbnail_id,114
875,118,_edit_last,1
876,118,_edit_lock,1715075719:1
877,119,_wp_attached_file,2024/05/30.png
