meta_id,post_id,meta_key,meta_value
1066,142,_wp_attachment_metadata,"a:6:{s:5:""width"";i:500;s:6:""height"";i:500;s:4:""file"";s:17:""2024/05/1-1-1.png"";s:8:""filesize"";i:28723;s:5:""sizes"";a:4:{s:6:""medium"";a:5:{s:4:""file"";s:17:""1-1-1-300x300.png"";s:5:""width"";i:300;s:6:""height"";i:300;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:15393;}s:9:""thumbnail"";a:5:{s:4:""file"";s:17:""1-1-1-150x150.png"";s:5:""width"";i:150;s:6:""height"";i:150;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:5632;}s:21:""woocommerce_thumbnail"";a:6:{s:4:""file"";s:17:""1-1-1-300x300.png"";s:5:""width"";i:300;s:6:""height"";i:300;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:15393;s:9:""uncropped"";b:0;}s:29:""woocommerce_gallery_thumbnail"";a:5:{s:4:""file"";s:17:""1-1-1-100x100.png"";s:5:""width"";i:100;s:6:""height"";i:100;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:3098;}}s:10:""image_meta"";a:12:{s:8:""aperture"";s:1:""0"";s:6:""credit"";s:0:"""";s:6:""camera"";s:0:"""";s:7:""caption"";s:0:"""";s:17:""created_timestamp"";s:1:""0"";s:9:""copyright"";s:0:"""";s:12:""focal_length"";s:1:""0"";s:3:""iso"";s:1:""0"";s:13:""shutter_speed"";s:1:""0"";s:5:""title"";s:0:"""";s:11:""orientation"";s:1:""0"";s:8:""keywords"";a:0:{}}}"
1067,145,_wp_attached_file,2024/05/1-1.png
1068,145,_wp_attachment_metadata,"a:6:{s:5:""width"";i:500;s:6:""height"";i:500;s:4:""file"";s:15:""2024/05/1-1.png"";s:8:""filesize"";i:18690;s:5:""sizes"";a:4:{s:6:""medium"";a:5:{s:4:""file"";s:15:""1-1-300x300.png"";s:5:""width"";i:300;s:6:""height"";i:300;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:11955;}s:9:""thumbnail"";a:5:{s:4:""file"";s:15:""1-1-150x150.png"";s:5:""width"";i:150;s:6:""height"";i:150;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:5117;}s:21:""woocommerce_thumbnail"";a:6:{s:4:""file"";s:15:""1-1-300x300.png"";s:5:""width"";i:300;s:6:""height"";i:300;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:11955;s:9:""uncropped"";b:0;}s:29:""woocommerce_gallery_thumbnail"";a:5:{s:4:""file"";s:15:""1-1-100x100.png"";s:5:""width"";i:100;s:6:""height"";i:100;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:3020;}}s:10:""image_meta"";a:12:{s:8:""aperture"";s:1:""0"";s:6:""credit"";s:0:"""";s:6:""camera"";s:0:"""";s:7:""caption"";s:0:"""";s:17:""created_timestamp"";s:1:""0"";s:9:""copyright"";s:0:"""";s:12:""focal_length"";s:1:""0"";s:3:""iso"";s:1:""0"";s:13:""shutter_speed"";s:1:""0"";s:5:""title"";s:0:"""";s:11:""orientation"";s:1:""0"";s:8:""keywords"";a:0:{}}}"
1069,146,_wp_attached_file,2024/05/21-1.png
1070,146,_wp_attachment_metadata,"a:6:{s:5:""width"";i:500;s:6:""height"";i:500;s:4:""file"";s:16:""2024/05/21-1.png"";s:8:""filesize"";i:7666;s:5:""sizes"";a:4:{s:6:""medium"";a:5:{s:4:""file"";s:16:""21-1-300x300.png"";s:5:""width"";i:300;s:6:""height"";i:300;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:4131;}s:9:""thumbnail"";a:5:{s:4:""file"";s:16:""21-1-150x150.png"";s:5:""width"";i:150;s:6:""height"";i:150;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:1987;}s:21:""woocommerce_thumbnail"";a:6:{s:4:""file"";s:16:""21-1-300x300.png"";s:5:""width"";i:300;s:6:""height"";i:300;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:4131;s:9:""uncropped"";b:0;}s:29:""woocommerce_gallery_thumbnail"";a:5:{s:4:""file"";s:16:""21-1-100x100.png"";s:5:""width"";i:100;s:6:""height"";i:100;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:1296;}}s:10:""image_meta"";a:12:{s:8:""aperture"";s:1:""0"";s:6:""credit"";s:0:"""";s:6:""camera"";s:0:"""";s:7:""caption"";s:0:"""";s:17:""created_timestamp"";s:1:""0"";s:9:""copyright"";s:0:"""";s:12:""focal_length"";s:1:""0"";s:3:""iso"";s:1:""0"";s:13:""shutter_speed"";s:1:""0"";s:5:""title"";s:0:"""";s:11:""orientation"";s:1:""0"";s:8:""keywords"";a:0:{}}}"
1071,147,_wp_attached_file,2024/05/3-1.png
1072,147,_wp_attachment_metadata,"a:6:{s:5:""width"";i:500;s:6:""height"";i:500;s:4:""file"";s:15:""2024/05/3-1.png"";s:8:""filesize"";i:93214;s:5:""sizes"";a:4:{s:6:""medium"";a:5:{s:4:""file"";s:15:""3-1-300x300.png"";s:5:""width"";i:300;s:6:""height"";i:300;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:36569;}s:9:""thumbnail"";a:5:{s:4:""file"";s:15:""3-1-150x150.png"";s:5:""width"";i:150;s:6:""height"";i:150;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:12504;}s:21:""woocommerce_thumbnail"";a:6:{s:4:""file"";s:15:""3-1-300x300.png"";s:5:""width"";i:300;s:6:""height"";i:300;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:36569;s:9:""uncropped"";b:0;}s:29:""woocommerce_gallery_thumbnail"";a:5:{s:4:""file"";s:15:""3-1-100x100.png"";s:5:""width"";i:100;s:6:""height"";i:100;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:6387;}}s:10:""image_meta"";a:12:{s:8:""aperture"";s:1:""0"";s:6:""credit"";s:0:"""";s:6:""camera"";s:0:"""";s:7:""caption"";s:0:"""";s:17:""created_timestamp"";s:1:""0"";s:9:""copyright"";s:0:"""";s:12:""focal_length"";s:1:""0"";s:3:""iso"";s:1:""0"";s:13:""shutter_speed"";s:1:""0"";s:5:""title"";s:0:"""";s:11:""orientation"";s:1:""0"";s:8:""keywords"";a:0:{}}}"
1073,148,_wp_attached_file,2024/05/51-1.png
1074,148,_wp_attachment_metadata,"a:6:{s:5:""width"";i:500;s:6:""height"";i:500;s:4:""file"";s:16:""2024/05/51-1.png"";s:8:""filesize"";i:28765;s:5:""sizes"";a:4:{s:6:""medium"";a:5:{s:4:""file"";s:16:""51-1-300x300.png"";s:5:""width"";i:300;s:6:""height"";i:300;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:17285;}s:9:""thumbnail"";a:5:{s:4:""file"";s:16:""51-1-150x150.png"";s:5:""width"";i:150;s:6:""height"";i:150;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:6544;}s:21:""woocommerce_thumbnail"";a:6:{s:4:""file"";s:16:""51-1-300x300.png"";s:5:""width"";i:300;s:6:""height"";i:300;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:17285;s:9:""uncropped"";b:0;}s:29:""woocommerce_gallery_thumbnail"";a:5:{s:4:""file"";s:16:""51-1-100x100.png"";s:5:""width"";i:100;s:6:""height"";i:100;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:3560;}}s:10:""image_meta"";a:12:{s:8:""aperture"";s:1:""0"";s:6:""credit"";s:0:"""";s:6:""camera"";s:0:"""";s:7:""caption"";s:0:"""";s:17:""created_timestamp"";s:1:""0"";s:9:""copyright"";s:0:"""";s:12:""focal_length"";s:1:""0"";s:3:""iso"";s:1:""0"";s:13:""shutter_speed"";s:1:""0"";s:5:""title"";s:0:"""";s:11:""orientation"";s:1:""0"";s:8:""keywords"";a:0:{}}}"
1075,149,_wp_attached_file,2024/05/6-1.png
1076,149,_wp_attachment_metadata,"a:6:{s:5:""width"";i:500;s:6:""height"";i:500;s:4:""file"";s:15:""2024/05/6-1.png"";s:8:""filesize"";i:12333;s:5:""sizes"";a:4:{s:6:""medium"";a:5:{s:4:""file"";s:15:""6-1-300x300.png"";s:5:""width"";i:300;s:6:""height"";i:300;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:7314;}s:9:""thumbnail"";a:5:{s:4:""file"";s:15:""6-1-150x150.png"";s:5:""width"";i:150;s:6:""height"";i:150;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:3023;}s:21:""woocommerce_thumbnail"";a:6:{s:4:""file"";s:15:""6-1-300x300.png"";s:5:""width"";i:300;s:6:""height"";i:300;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:7314;s:9:""uncropped"";b:0;}s:29:""woocommerce_gallery_thumbnail"";a:5:{s:4:""file"";s:15:""6-1-100x100.png"";s:5:""width"";i:100;s:6:""height"";i:100;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:1728;}}s:10:""image_meta"";a:12:{s:8:""aperture"";s:1:""0"";s:6:""credit"";s:0:"""";s:6:""camera"";s:0:"""";s:7:""caption"";s:0:"""";s:17:""created_timestamp"";s:1:""0"";s:9:""copyright"";s:0:"""";s:12:""focal_length"";s:1:""0"";s:3:""iso"";s:1:""0"";s:13:""shutter_speed"";s:1:""0"";s:5:""title"";s:0:"""";s:11:""orientation"";s:1:""0"";s:8:""keywords"";a:0:{}}}"
1077,150,_wp_attached_file,2024/05/41-1.png
1078,150,_wp_attachment_metadata,"a:6:{s:5:""width"";i:500;s:6:""height"";i:500;s:4:""file"";s:16:""2024/05/41-1.png"";s:8:""filesize"";i:19137;s:5:""sizes"";a:4:{s:6:""medium"";a:5:{s:4:""file"";s:16:""41-1-300x300.png"";s:5:""width"";i:300;s:6:""height"";i:300;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:13115;}s:9:""thumbnail"";a:5:{s:4:""file"";s:16:""41-1-150x150.png"";s:5:""width"";i:150;s:6:""height"";i:150;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:5659;}s:21:""woocommerce_thumbnail"";a:6:{s:4:""file"";s:16:""41-1-300x300.png"";s:5:""width"";i:300;s:6:""height"";i:300;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:13115;s:9:""uncropped"";b:0;}s:29:""woocommerce_gallery_thumbnail"";a:5:{s:4:""file"";s:16:""41-1-100x100.png"";s:5:""width"";i:100;s:6:""height"";i:100;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:3305;}}s:10:""image_meta"";a:12:{s:8:""aperture"";s:1:""0"";s:6:""credit"";s:0:"""";s:6:""camera"";s:0:"""";s:7:""caption"";s:0:"""";s:17:""created_timestamp"";s:1:""0"";s:9:""copyright"";s:0:"""";s:12:""focal_length"";s:1:""0"";s:3:""iso"";s:1:""0"";s:13:""shutter_speed"";s:1:""0"";s:5:""title"";s:0:"""";s:11:""orientation"";s:1:""0"";s:8:""keywords"";a:0:{}}}"
1079,151,_wp_attached_file,2024/05/7-1.png
1080,151,_wp_attachment_metadata,"a:6:{s:5:""width"";i:500;s:6:""height"";i:500;s:4:""file"";s:15:""2024/05/7-1.png"";s:8:""filesize"";i:90510;s:5:""sizes"";a:4:{s:6:""medium"";a:5:{s:4:""file"";s:15:""7-1-300x300.png"";s:5:""width"";i:300;s:6:""height"";i:300;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:33774;}s:9:""thumbnail"";a:5:{s:4:""file"";s:15:""7-1-150x150.png"";s:5:""width"";i:150;s:6:""height"";i:150;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:10451;}s:21:""woocommerce_thumbnail"";a:6:{s:4:""file"";s:15:""7-1-300x300.png"";s:5:""width"";i:300;s:6:""height"";i:300;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:33774;s:9:""uncropped"";b:0;}s:29:""woocommerce_gallery_thumbnail"";a:5:{s:4:""file"";s:15:""7-1-100x100.png"";s:5:""width"";i:100;s:6:""height"";i:100;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:5570;}}s:10:""image_meta"";a:12:{s:8:""aperture"";s:1:""0"";s:6:""credit"";s:0:"""";s:6:""camera"";s:0:"""";s:7:""caption"";s:0:"""";s:17:""created_timestamp"";s:1:""0"";s:9:""copyright"";s:0:"""";s:12:""focal_length"";s:1:""0"";s:3:""iso"";s:1:""0"";s:13:""shutter_speed"";s:1:""0"";s:5:""title"";s:0:"""";s:11:""orientation"";s:1:""0"";s:8:""keywords"";a:0:{}}}"
1081,152,_wp_attached_file,2024/05/8-1.png
1082,152,_wp_attachment_metadata,"a:6:{s:5:""width"";i:500;s:6:""height"";i:500;s:4:""file"";s:15:""2024/05/8-1.png"";s:8:""filesize"";i:8749;s:5:""sizes"";a:4:{s:6:""medium"";a:5:{s:4:""file"";s:15:""8-1-300x300.png"";s:5:""width"";i:300;s:6:""height"";i:300;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:5561;}s:9:""thumbnail"";a:5:{s:4:""file"";s:15:""8-1-150x150.png"";s:5:""width"";i:150;s:6:""height"";i:150;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:2676;}s:21:""woocommerce_thumbnail"";a:6:{s:4:""file"";s:15:""8-1-300x300.png"";s:5:""width"";i:300;s:6:""height"";i:300;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:5561;s:9:""uncropped"";b:0;}s:29:""woocommerce_gallery_thumbnail"";a:5:{s:4:""file"";s:15:""8-1-100x100.png"";s:5:""width"";i:100;s:6:""height"";i:100;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:1699;}}s:10:""image_meta"";a:12:{s:8:""aperture"";s:1:""0"";s:6:""credit"";s:0:"""";s:6:""camera"";s:0:"""";s:7:""caption"";s:0:"""";s:17:""created_timestamp"";s:1:""0"";s:9:""copyright"";s:0:"""";s:12:""focal_length"";s:1:""0"";s:3:""iso"";s:1:""0"";s:13:""shutter_speed"";s:1:""0"";s:5:""title"";s:0:"""";s:11:""orientation"";s:1:""0"";s:8:""keywords"";a:0:{}}}"
1083,153,_wp_attached_file,2024/05/9-1.png
1084,153,_wp_attachment_metadata,"a:6:{s:5:""width"";i:500;s:6:""height"";i:500;s:4:""file"";s:15:""2024/05/9-1.png"";s:8:""filesize"";i:17582;s:5:""sizes"";a:4:{s:6:""medium"";a:5:{s:4:""file"";s:15:""9-1-300x300.png"";s:5:""width"";i:300;s:6:""height"";i:300;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:11254;}s:9:""thumbnail"";a:5:{s:4:""file"";s:15:""9-1-150x150.png"";s:5:""width"";i:150;s:6:""height"";i:150;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:4689;}s:21:""woocommerce_thumbnail"";a:6:{s:4:""file"";s:15:""9-1-300x300.png"";s:5:""width"";i:300;s:6:""height"";i:300;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:11254;s:9:""uncropped"";b:0;}s:29:""woocommerce_gallery_thumbnail"";a:5:{s:4:""file"";s:15:""9-1-100x100.png"";s:5:""width"";i:100;s:6:""height"";i:100;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:2699;}}s:10:""image_meta"";a:12:{s:8:""aperture"";s:1:""0"";s:6:""credit"";s:0:"""";s:6:""camera"";s:0:"""";s:7:""caption"";s:0:"""";s:17:""created_timestamp"";s:1:""0"";s:9:""copyright"";s:0:"""";s:12:""focal_length"";s:1:""0"";s:3:""iso"";s:1:""0"";s:13:""shutter_speed"";s:1:""0"";s:5:""title"";s:0:"""";s:11:""orientation"";s:1:""0"";s:8:""keywords"";a:0:{}}}"
1085,154,_wp_attached_file,2024/05/10-1.png
1086,154,_wp_attachment_metadata,"a:6:{s:5:""width"";i:500;s:6:""height"";i:500;s:4:""file"";s:16:""2024/05/10-1.png"";s:8:""filesize"";i:17569;s:5:""sizes"";a:4:{s:6:""medium"";a:5:{s:4:""file"";s:16:""10-1-300x300.png"";s:5:""width"";i:300;s:6:""height"";i:300;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:12009;}s:9:""thumbnail"";a:5:{s:4:""file"";s:16:""10-1-150x150.png"";s:5:""width"";i:150;s:6:""height"";i:150;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:4967;}s:21:""woocommerce_thumbnail"";a:6:{s:4:""file"";s:16:""10-1-300x300.png"";s:5:""width"";i:300;s:6:""height"";i:300;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:12009;s:9:""uncropped"";b:0;}s:29:""woocommerce_gallery_thumbnail"";a:5:{s:4:""file"";s:16:""10-1-100x100.png"";s:5:""width"";i:100;s:6:""height"";i:100;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:2876;}}s:10:""image_meta"";a:12:{s:8:""aperture"";s:1:""0"";s:6:""credit"";s:0:"""";s:6:""camera"";s:0:"""";s:7:""caption"";s:0:"""";s:17:""created_timestamp"";s:1:""0"";s:9:""copyright"";s:0:"""";s:12:""focal_length"";s:1:""0"";s:3:""iso"";s:1:""0"";s:13:""shutter_speed"";s:1:""0"";s:5:""title"";s:0:"""";s:11:""orientation"";s:1:""0"";s:8:""keywords"";a:0:{}}}"
1087,155,_wp_attached_file,2024/05/161-1.png
1088,155,_wp_attachment_metadata,"a:6:{s:5:""width"";i:500;s:6:""height"";i:500;s:4:""file"";s:17:""2024/05/161-1.png"";s:8:""filesize"";i:163391;s:5:""sizes"";a:4:{s:6:""medium"";a:5:{s:4:""file"";s:17:""161-1-300x300.png"";s:5:""width"";i:300;s:6:""height"";i:300;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:60754;}s:9:""thumbnail"";a:5:{s:4:""file"";s:17:""161-1-150x150.png"";s:5:""width"";i:150;s:6:""height"";i:150;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:18237;}s:21:""woocommerce_thumbnail"";a:6:{s:4:""file"";s:17:""161-1-300x300.png"";s:5:""width"";i:300;s:6:""height"";i:300;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:60754;s:9:""uncropped"";b:0;}s:29:""woocommerce_gallery_thumbnail"";a:5:{s:4:""file"";s:17:""161-1-100x100.png"";s:5:""width"";i:100;s:6:""height"";i:100;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:9249;}}s:10:""image_meta"";a:12:{s:8:""aperture"";s:1:""0"";s:6:""credit"";s:0:"""";s:6:""camera"";s:0:"""";s:7:""caption"";s:0:"""";s:17:""created_timestamp"";s:1:""0"";s:9:""copyright"";s:0:"""";s:12:""focal_length"";s:1:""0"";s:3:""iso"";s:1:""0"";s:13:""shutter_speed"";s:1:""0"";s:5:""title"";s:0:"""";s:11:""orientation"";s:1:""0"";s:8:""keywords"";a:0:{}}}"
1089,156,_wp_attached_file,2024/05/11-1.png
1090,156,_wp_attachment_metadata,"a:6:{s:5:""width"";i:500;s:6:""height"";i:500;s:4:""file"";s:16:""2024/05/11-1.png"";s:8:""filesize"";i:83106;s:5:""sizes"";a:4:{s:6:""medium"";a:5:{s:4:""file"";s:16:""11-1-300x300.png"";s:5:""width"";i:300;s:6:""height"";i:300;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:34715;}s:9:""thumbnail"";a:5:{s:4:""file"";s:16:""11-1-150x150.png"";s:5:""width"";i:150;s:6:""height"";i:150;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:11989;}s:21:""woocommerce_thumbnail"";a:6:{s:4:""file"";s:16:""11-1-300x300.png"";s:5:""width"";i:300;s:6:""height"";i:300;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:34715;s:9:""uncropped"";b:0;}s:29:""woocommerce_gallery_thumbnail"";a:5:{s:4:""file"";s:16:""11-1-100x100.png"";s:5:""width"";i:100;s:6:""height"";i:100;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:6551;}}s:10:""image_meta"";a:12:{s:8:""aperture"";s:1:""0"";s:6:""credit"";s:0:"""";s:6:""camera"";s:0:"""";s:7:""caption"";s:0:"""";s:17:""created_timestamp"";s:1:""0"";s:9:""copyright"";s:0:"""";s:12:""focal_length"";s:1:""0"";s:3:""iso"";s:1:""0"";s:13:""shutter_speed"";s:1:""0"";s:5:""title"";s:0:"""";s:11:""orientation"";s:1:""0"";s:8:""keywords"";a:0:{}}}"
1091,144,_edit_last,1
1092,144,_edit_lock,1715229360:1
1093,144,_thumbnail_id,145
1094,144,_regular_price,299
1095,144,_sale_price,239
1096,144,total_sales,0
1097,144,_tax_status,taxable
1098,144,_tax_class,
1099,144,_manage_stock,no
1100,144,_backorders,no
1101,144,_sold_individually,no
1102,144,_virtual,no
1103,144,_downloadable,no
1104,144,_download_limit,-1
1105,144,_download_expiry,-1
1106,144,_stock,
1107,144,_stock_status,instock
1108,144,_wc_average_rating,0
1109,144,_wc_review_count,0
1110,144,_product_version,8.8.2
1111,144,_price,239
